nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(3544.88, 1195.97)","(3557.15, 1249.04)","(3521.6, 1248.7)","(3509.57, 1296.19)","(3509.74, 1296.19)","(3603.93, 1254.74)","(3656.9, 1331.19)","(3598.02, 1337.03)","(3557.15, 1396.05)","(3551.02, 1395.98)","(3609.79, 1513.79)","(3710.1, 1490.33)","(3586.17, 1396.12)","(3509.9, 1490.35)","(3497.97, 1613.83)","(3545, 1195.56)","(3551.05, 1195.66)","(nan, nan)","(3574.63, 1201.86)","(3456.94, 1619.78)","(3468.64, 1625.55)","(3503.62, 1619.84)","(3745.16, 1531.32)","(3739.62, 1525.59)","(3733.47, 1484.25)"
"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(2332.14, 771.738)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(3509.93, 1201.64)","(3550.69, 1254.82)","(3509.53, 1254.64)","(3497.91, 1313.55)","(3486.22, 1307.63)","(3574.65, 1254.91)","(3639.35, 1336.92)","(3557, 1337.07)","(3550.7, 1396.1)","(3521.52, 1396.01)","(3580.48, 1525.17)","(3692.2, 1490.2)","(3557.06, 1396.19)","(3503.83, 1490.2)","(3474.52, 1619.66)","(3509.79, 1195.86)","(3521.67, 1195.91)","(nan, nan)","(3556.69, 1201.95)","(3427.47, 1625.61)","(3456.76, 1631.5)","(3486.33, 1625.54)","(3721.79, 1525.37)","(3721.7, 1519.71)","(3698.2, 1484.17)"
"(3497.86, 1201.78)","(3515.56, 1254.79)","(3486.29, 1249.01)","(3486.32, 1301.95)","(3462.7, 1331.23)","(3556.65, 1260.64)","(3603.75, 1337.17)","(3539.29, 1337.28)","(3515.63, 1396.19)","(3503.87, 1396.15)","(3550.72, 1519.49)","(3650.97, 1490.25)","(3544.94, 1401.87)","(3480.38, 1496.15)","(3462.92, 1625.39)","(3497.98, 1201.43)","(3503.97, 1201.45)","(nan, nan)","(3527.5, 1207.59)","(3415.78, 1631.49)","(3445.01, 1637.53)","(3474.51, 1631.42)","(3680.6, 1525.6)","(3680.46, 1525.39)","(3657.07, 1484.13)"
"(3462.83, 1202)","(3503.69, 1260.64)","(3462.67, 1254.85)","(3456.75, 1325.35)","(3421.61, 1337.22)","(3533.28, 1272.37)","(3562.81, 1342.98)","(3503.84, 1342.69)","(3503.56, 1407.67)","(3468.65, 1401.84)","(3497.96, 1525.5)","(3604.12, 1484.45)","(3510.08, 1413.6)","(3462.42, 1513.78)","(3462.83, 1625.47)","(3462.8, 1201.6)","(3474.57, 1201.57)","(nan, nan)","(3509.6, 1207.78)","(3415.65, 1637.39)","(3444.94, 1649.26)","(3474.53, 1631.61)","(3645.03, 1525.35)","(3639.26, 1519.67)","(3610.01, 1478.24)"
"(3450.97, 1213.49)","(3468.71, 1278.17)","(3445.07, 1272.35)","(3415.85, 1337.1)","(3409.66, 1343.09)","(3509.7, 1278.29)","(3539.24, 1343.31)","(3462.79, 1342.83)","(3468.5, 1407.68)","(3456.51, 1401.98)","(3462.57, 1525.3)","(3562.87, 1484.05)","(3498.08, 1407.82)","(3450.99, 1519.4)","(3462.41, 1625.33)","(3450.85, 1201.94)","(3462.41, 1202.02)","(nan, nan)","(3497.79, 1219.32)","(3415.61, 1631.65)","(3444.84, 1643.25)","(3468.62, 1631.39)","(3598.18, 1519.51)","(3597.84, 1513.59)","(3568.77, 1478.06)"
"(3415.71, 1213.38)","(3456.72, 1278.07)","(3415.75, 1272.2)","(3409.92, 1336.92)","(3380.27, 1354.86)","(3486.21, 1284.18)","(3509.72, 1348.97)","(3450.89, 1343.14)","(3456.56, 1419.36)","(3421.54, 1413.53)","(3415.7, 1519.6)","(3456.89, 1619.52)","(3468.52, 1419.54)","(3421.52, 1513.67)","(3457.05, 1619.82)","(3415.78, 1201.93)","(3427.47, 1201.94)","(nan, nan)","(3462.55, 1219.42)","(3415.69, 1643.2)","(3439.17, 1649.21)","(3468.64, 1625.93)","(3415.57, 1637.51)","(3415.73, 1631.5)","(3474.39, 1625.44)"
"(3403.82, 1207.7)","(3427.24, 1284.12)","(3409.49, 1283.91)","(3391.88, 1343.13)","(3368.43, 1348.97)","(3462.41, 1289.79)","(3468.77, 1360.75)","(3415.3, 1342.93)","(3427.31, 1419.51)","(3409.78, 1419.36)","(3403.58, 1525.25)","(3456.8, 1613.54)","(3456.77, 1425.18)","(3415.57, 1519.39)","(3462.41, 1625.43)","(3409.39, 1201.85)","(3409.96, 1201.94)","(nan, nan)","(3444.94, 1225.17)","(3415.71, 1643.28)","(3439.06, 1654.91)","(3474.36, 1631.37)","(3433.3, 1625.5)","(3444.95, 1613.81)","(3462.67, 1613.68)"
"(3374.29, 1213.36)","(3409.66, 1283.91)","(3374.43, 1278.26)","(3374.43, 1342.75)","(3356.69, 1343.25)","(3427.44, 1289.8)","(3450.67, 1354.87)","(3368.63, 1343.1)","(3409.9, 1413.61)","(3386.18, 1407.86)","(3362.44, 1519.66)","(3427.28, 1519.62)","(3433.2, 1413.7)","(3409.97, 1519.5)","(3457.02, 1619.98)","(3368.77, 1201.84)","(3397.76, 1201.95)","(nan, nan)","(3415.81, 1225.12)","(3415.79, 1637.36)","(3445, 1643.32)","(3468.67, 1625.75)","(3433.24, 1566.77)","(3421.43, 1554.88)","(3444.92, 1496.04)"
"(3362.31, 1213.37)","(3380.25, 1284.02)","(3368.26, 1278.2)","(3362.58, 1342.75)","(3327.34, 1343.02)","(3409.37, 1289.66)","(3409.55, 1349.07)","(3350.86, 1337.24)","(3397.81, 1407.81)","(3368.59, 1401.93)","(3321.4, 1501.88)","(3415.44, 1501.95)","(3415.33, 1413.64)","(3409.65, 1513.55)","(3462.55, 1619.91)","(3362.36, 1202)","(3368.3, 1207.47)","(nan, nan)","(3403.61, 1230.99)","(3415.5, 1643.2)","(3439.17, 1649.25)","(3480.46, 1625.74)","(3444.91, 1566.67)","(nan, nan)","(3427.45, 1490.16)"
"(3327.28, 1207.53)","(3368.17, 1278.19)","(3350.88, 1266.55)","(3350.64, 1331.29)","(3315.25, 1325.41)","(3374.56, 1289.67)","(3368.74, 1348.77)","(3315.49, 1336.99)","(3368.55, 1401.97)","(3356.51, 1396.09)","(3280.25, 1490.19)","(3374.58, 1513.64)","(3403.59, 1407.85)","(3397.93, 1525.2)","(3462.41, 1619.65)","(3327.29, 1201.64)","(3350.7, 1201.74)","(nan, nan)","(3368.7, 1219.39)","(3415.69, 1637.43)","(3445, 1643.28)","(3474.58, 1625.34)","(3386.09, 1560.84)","(3380.25, 1543.28)","(3397.99, 1496.08)"
"(3315.2, 1207.55)","(3344.96, 1272.32)","(3321.71, 1260.65)","(3321.59, 1331.12)","(3286.11, 1343)","(3362.39, 1278.2)","(3356.51, 1343.01)","(3291.88, 1336.91)","(3356.56, 1401.93)","(3321.68, 1396.13)","(3268.28, 1484.04)","(3356.66, 1531.52)","(3368.47, 1407.77)","(3386.14, 1513.8)","(3456.87, 1613.83)","(3315.58, 1201.57)","(3321.15, 1201.72)","(nan, nan)","(3356.46, 1213.56)","(3421.59, 1631.52)","(3456.52, 1631.6)","(3468.48, 1619.54)","(3344.87, 1572.67)","(3338.97, 1566.79)","(3368.39, 1531.53)"
"(3280.15, 1201.8)","(3321.09, 1254.72)","(3309.41, 1249.07)","(3309.64, 1307.6)","(3268.57, 1313.45)","(3327.28, 1254.82)","(3321.42, 1336.93)","(3274.15, 1336.94)","(3321.45, 1395.86)","(3309.5, 1390.29)","(3227.43, 1478.54)","(3321.11, 1554.9)","(3350.72, 1395.93)","(3368.64, 1502.07)","(3450.83, 1590.37)","(3285.96, 1196.02)","(3297.78, 1201.44)","(nan, nan)","(3321.55, 1207.57)","(3421.57, 1631.38)","(3456.49, 1625.73)","(3456.97, 1601.93)","(3315.41, 1578.65)","(3315.1, 1578.35)","(3327.44, 1560.78)"
"(3268.11, 1201.65)","(3292.03, 1254.69)","(3274.56, 1248.85)","(3274.1, 1307.73)","(3244.91, 1295.95)","(3315.12, 1260.52)","(3291.83, 1337.05)","(3244.79, 1301.96)","(3303.74, 1390.23)","(3274.54, 1390.11)","(3215.45, 1478.22)","(3280.22, 1566.76)","(3321.13, 1390.38)","(3362.74, 1502.04)","(3444.86, 1584.49)","(3268.24, 1195.77)","(3274.07, 1195.98)","(nan, nan)","(3309.33, 1207.47)","(3421.51, 1625.55)","(3450.92, 1619.91)","(3456.48, 1590.3)","(3268.2, 1596.08)","(3268.2, 1584.38)","(3303.79, 1572.38)"
"(3238.9, 1201.44)","(3274.21, 1249.09)","(3268.1, 1248.92)","(3262.26, 1307.58)","(3221.24, 1295.76)","(3280.37, 1249.1)","(3268.59, 1336.87)","(3221.38, 1301.74)","(3274.31, 1390.06)","(3262.53, 1389.93)","(3185.96, 1478.06)","(3239.04, 1572.62)","(3297.79, 1390.18)","(3350.67, 1490.42)","(3427.28, 1578.8)","(3244.94, 1195.84)","(3256.49, 1195.76)","(nan, nan)","(3274.48, 1201.83)","(3415.59, 1625.72)","(3444.86, 1619.95)","(3450.78, 1584.31)","(3215.29, 1607.95)","(3220.93, 1590.39)","(3262.47, 1578.26)"
"(3221.16, 1201.51)","(3244.9, 1254.61)","(3227.3, 1248.89)","(3221.37, 1301.8)","(3203.48, 1295.92)","(3268.22, 1254.78)","(3233.19, 1331.24)","(3191.75, 1295.86)","(3256.63, 1389.89)","(3227.41, 1384.46)","(3174.15, 1478.09)","(3203.58, 1578.64)","(3274.04, 1389.98)","(3321.19, 1484.54)","(3415.51, 1578.31)","(nan, nan)","(3227.12, 1195.82)","(nan, nan)","(3262.45, 1201.91)","(3415.68, 1619.76)","(3439.09, 1613.65)","(3421.65, 1578.42)","(3162.38, 1619.4)","(3168.21, 1607.84)","(3221.11, 1584.6)"
"(3186.09, 1201.5)","(3227.14, 1248.94)","(3221.11, 1248.82)","(3215.21, 1301.86)","(3174.41, 1295.94)","(3233.05, 1249.03)","(3221.35, 1325.3)","(3173.91, 1301.84)","(3227.32, 1389.9)","(3220.95, 1384.43)","(3150.49, 1478.62)","(3168.34, 1590.26)","(3256.47, 1389.99)","(3303.74, 1484.63)","(3409.37, 1572.35)","(3191.74, 1195.78)","(3203.65, 1195.85)","(nan, nan)","(3227.43, 1201.89)","(3409.53, 1602.12)","(3415.69, 1584.35)","(3415.34, 1572.35)","(3121.17, 1619.67)","(3127.02, 1613.77)","(3179.91, 1613.59)"
"(3174.02, 1195.97)","(3209.38, 1249.12)","(3185.95, 1248.79)","(3180.14, 1307.6)","(3162.42, 1295.92)","(3221.15, 1254.65)","(3197.8, 1331.19)","(3156.42, 1296.19)","(3215.2, 1390.12)","(3180.37, 1390.09)","(3132.68, 1484.36)","(3132.67, 1596.12)","(3227.07, 1390.16)","(3268.6, 1484.6)","(3380.21, 1560.69)","(nan, nan)","(3180.03, 1195.63)","(nan, nan)","(3215.45, 1201.76)","(3392.05, 1584.6)","(3409.55, 1578.46)","(3403.7, 1554.97)","(3091.87, 1619.77)","(3091.68, 1613.91)","(3138.8, 1613.69)"
"(3139.03, 1195.92)","(3180.24, 1248.91)","(3174.18, 1248.81)","(3173.9, 1301.91)","(3133.18, 1290.11)","(3191.87, 1248.99)","(3180.08, 1336.95)","(3132.85, 1295.93)","(3180.34, 1390.03)","(3173.93, 1389.92)","(3121.02, 1484.5)","(3091.71, 1596.15)","(3209.57, 1390.1)","(3239.07, 1490.28)","(3362.78, 1531.67)","(3144.76, 1195.56)","(3162.27, 1195.52)","(nan, nan)","(3185.81, 1201.53)","(3380.29, 1578.32)","(3403.56, 1566.68)","(3374.3, 1531.4)","(3056.37, 1619.52)","(3056.46, 1613.58)","(3109.35, 1613.89)"
"(3127.04, 1201.45)","(3168.21, 1254.68)","(3150.66, 1248.92)","(3150.62, 1313.5)","(3115.14, 1301.77)","(3174.18, 1254.83)","(3168.24, 1336.81)","(3109.44, 1307.79)","(3173.86, 1390.37)","(3144.87, 1390.3)","(3103.4, 1490.24)","(3085.63, 1607.89)","(3180.04, 1395.9)","(3220.98, 1496.05)","(3333.04, 1519.66)","(nan, nan)","(3133, 1195.75)","(nan, nan)","(3168.28, 1201.78)","(3368.22, 1566.65)","(3368.4, 1537.38)","(3339.09, 1507.75)","(3044.53, 1619.86)","(3038.99, 1619.34)","(3091.69, 1619.69)"
"(3097.57, 1201.61)","(3138.78, 1254.57)","(3127.29, 1249.11)","(3132.77, 1313.45)","(3086.14, 1307.63)","(3150.69, 1249.01)","(3150.65, 1331.08)","(3091.84, 1331.21)","(3138.85, 1390.36)","(3127.06, 1390.31)","(3080.16, 1496.05)","(3068.13, 1607.9)","(3168.22, 1390.41)","(3186.05, 1513.72)","(3309.43, 1513.7)","(3103.48, 1196.03)","(3115.12, 1195.91)","(nan, nan)","(3133.14, 1201.76)","(3333.21, 1537.47)","(3339.06, 1525.7)","(3315.32, 1495.99)","(3032.94, 1625.35)","(3032.62, 1619.38)","(3079.7, 1619.61)"
"(3080, 1201.64)","(3126.82, 1254.88)","(3109.35, 1254.72)","(3115.13, 1325.32)","(3079.9, 1319.47)","(3132.91, 1254.85)","(3133.11, 1336.91)","(3080.09, 1336.82)","(3126.89, 1407.67)","(3097.68, 1401.9)","(3073.94, 1502.03)","(3044.58, 1613.94)","(3133.21, 1407.74)","(3168.18, 1513.74)","(3274.33, 1484.27)","(nan, nan)","(3085.92, 1195.94)","(nan, nan)","(3121.18, 1201.85)","(3315.4, 1525.62)","(3315.43, 1513.75)","(3280.22, 1478.28)","(3020.95, 1625.87)","(3009.33, 1619.97)","(3062.19, 1625.34)"
"(3056.35, 1202)","(3097.69, 1260.54)","(3086.16, 1254.78)","(3086.11, 1313.51)","(3050.51, 1331.12)","(3109.35, 1260.6)","(3126.91, 1337.01)","(3062.28, 1343.06)","(3097.75, 1396.15)","(3085.69, 1395.99)","(3044.58, 1502.01)","(3039.01, 1619.86)","(3126.82, 1401.89)","(3133.1, 1525.23)","(3238.99, 1484.3)","(3062.29, 1201.55)","(3073.86, 1201.61)","(nan, nan)","(3091.7, 1207.51)","(3274.51, 1525.39)","(3280.18, 1502.07)","(3256.45, 1478.3)","(3003.34, 1637.32)","(3009.31, 1625.7)","(3056.5, 1625.89)"
"(3038.64, 1207.72)","(3080.03, 1266.37)","(3062.21, 1266.36)","(3074.04, 1336.77)","(3038.7, 1343.2)","(3086.17, 1266.48)","(3121.04, 1336.92)","(3050.61, 1354.78)","(3079.96, 1396.17)","(3062.18, 1396.03)","(3038.5, 1519.42)","(3039.04, 1625.58)","(3091.65, 1401.81)","(3091.62, 1519.68)","(3197.79, 1484.23)","(3038.65, 1201.85)","(3044.73, 1201.77)","(nan, nan)","(3080.19, 1207.77)","(3250.61, 1519.59)","(3250.67, 1496.15)","(3209.43, 1478.19)","(2997.4, 1649.04)","(3003.43, 1631.45)","(3062.33, 1637.37)"
"(3026.83, 1207.71)","(3062.24, 1266.45)","(3039.09, 1266.47)","(3056.37, 1336.92)","(3015.19, 1342.96)","(3073.98, 1266.34)","(3097.57, 1336.8)","(3038.93, 1360.74)","(3062.22, 1413.6)","(3039.01, 1407.76)","(3026.86, 1519.68)","(3044.58, 1625.65)","(3079.74, 1419.42)","(3038.92, 1525.4)","(3168.29, 1484.12)","(3032.62, 1201.92)","(3032.89, 1201.9)","(nan, nan)","(3056.29, 1213.54)","(3215.2, 1519.63)","(3209.53, 1501.99)","(3174.01, 1472.5)","(2997.53, 1649.2)","(3003.3, 1643.25)","(3073.85, 1637.52)"
"(2991.93, 1213.55)","(3038.49, 1272.31)","(3032.6, 1272.27)","(3021.05, 1337.04)","(2973.92, 1337.12)","(3038.85, 1283.88)","(3080.05, 1337.24)","(3032.8, 1384.07)","(3038.6, 1401.92)","(3032.85, 1401.92)","(3015.28, 1525.44)","(3044.61, 1625.77)","(3039.06, 1407.64)","(3021.15, 1525.5)","(3127.28, 1490.36)","(2997.59, 1207.56)","(3009.36, 1207.53)","(nan, nan)","(3038.65, 1225.17)","(3174.09, 1525.49)","(3174.09, 1519.38)","(3132.85, 1478.59)","(2991.83, 1660.77)","(3003.43, 1643.33)","(3073.88, 1643.36)"
"(2979.96, 1219.23)","(3015.2, 1284.09)","(2997.61, 1284.15)","(2997.48, 1337.25)","(2944.62, 1342.76)","(3026.9, 1284.04)","(3074.13, 1337.25)","(3026.83, 1384.03)","(3032.64, 1419.53)","(3027.02, 1419.5)","(2997.55, 1525.48)","(3038.96, 1625.66)","(3032.91, 1419.56)","(2985.97, 1525.53)","(3044.72, 1625.73)","(2985.48, 1207.71)","(2985.98, 1207.63)","(nan, nan)","(3009.41, 1231.06)","(2997.61, 1660.71)","(3021.07, 1666.61)","(3074.15, 1637.35)","(2991.82, 1655)","(2997.41, 1649.16)","(3068.2, 1625.85)"
"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(1767.06, 930.871)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(2950.5, 1230.95)","(2991.67, 1284.05)","(2985.63, 1284.21)","(2979.79, 1342.85)","(2926.91, 1336.91)","(2997.67, 1284.04)","(3068.01, 1336.84)","(3009.34, 1383.88)","(2997.71, 1419.55)","(2991.88, 1419.54)","(2985.98, 1525.36)","(3079.91, 1525.52)","(3009.41, 1425.27)","(2962.12, 1519.58)","(3044.8, 1625.51)","(2950.58, 1213.59)","(2968.07, 1213.48)","(nan, nan)","(2991.62, 1236.84)","(3003.33, 1655.08)","(3026.76, 1661.05)","(3079.66, 1625.8)","(3097.5, 1525.63)","(3085.74, 1531.3)","(3085.78, 1513.73)"
"(2938.63, 1213.51)","(2973.93, 1284.13)","(2950.6, 1289.68)","(2944.75, 1342.99)","(2897.45, 1336.81)","(2985.49, 1284.04)","(3033.04, 1336.88)","(2985.97, 1384.02)","(2991.73, 1425.28)","(2991.87, 1425.33)","(2985.56, 1525.46)","(3039.07, 1625.49)","(2991.77, 1425.3)","(2932.71, 1507.75)","(3026.75, 1525.22)","(2938.91, 1213.49)","(2944.52, 1207.57)","(nan, nan)","(2979.73, 1231.19)","(3032.6, 1531.33)","(3026.82, 1549.03)","(3032.78, 1507.78)","(2991.77, 1660.84)","(3003.39, 1643.24)","(3073.84, 1631.47)"
