nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(2697.09, 1101.62)","(2732.56, 1154.48)","(2726.58, 1154.32)","(2720.77, 1207.49)","(2697.17, 1201.86)","(2738.51, 1154.57)","(2738.32, 1230.98)","(2697.16, 1207.48)","(2732.43, 1290.19)","(2709.3, 1290.18)","(2662.23, 1390.08)","(2655.75, 1490.24)","(2749.9, 1295.64)","(2767.9, 1390.26)","(2885.57, 1413.72)","(2697.08, 1095.53)","(2703.15, 1095.75)","(nan, nan)","(2732.44, 1101.74)","(2903.19, 1454.91)","(2909.28, 1437.22)","(2891.48, 1396.07)","(2626.56, 1513.82)","(2620.74, 1507.77)","(2656.09, 1513.63)"
"(2662.09, 1101.67)","(2708.91, 1154.63)","(2702.99, 1154.5)","(2702.98, 1207.53)","(2667.71, 1207.73)","(2709.34, 1154.73)","(2708.98, 1213.56)","(2662.08, 1213.46)","(2703.24, 1295.93)","(2691.32, 1295.87)","(2655.94, 1390.35)","(2638.23, 1490.29)","(2714.82, 1295.99)","(2744.28, 1396.01)","(2850.44, 1401.96)","(2667.87, 1101.35)","(2673.68, 1101.28)","(nan, nan)","(2708.79, 1107.2)","(2891.35, 1448.91)","(2891.74, 1431.45)","(2856.15, 1390.33)","(2603.11, 1519.53)","(2603.05, 1502.07)","(2650, 1513.61)"
"(2655.95, 1107.21)","(2691.29, 1160.53)","(2667.75, 1154.92)","(2662.08, 1213.39)","(2650.17, 1213.34)","(2703.07, 1160.44)","(2703.15, 1231)","(2655.68, 1213.46)","(2696.99, 1301.93)","(2667.67, 1301.84)","(2644.14, 1396.01)","(2620.72, 1501.92)","(2703.38, 1307.58)","(2714.88, 1419.41)","(2832.54, 1395.85)","(nan, nan)","(2661.87, 1101.55)","(nan, nan)","(2697.01, 1107.62)","(2856.23, 1436.98)","(2862.15, 1425.2)","(2838.49, 1389.98)","(2585.37, 1525.68)","(2579.53, 1525.16)","(2638.34, 1519.65)"
"(2620.69, 1107.71)","(2662.04, 1160.52)","(2655.89, 1160.58)","(2655.71, 1219.36)","(2615.02, 1219.33)","(2679.52, 1154.88)","(2673.71, 1225.24)","(2620.72, 1231.15)","(2661.99, 1301.81)","(2655.77, 1301.75)","(2615.04, 1396.11)","(2615.07, 1507.93)","(2685.33, 1301.85)","(2668.01, 1401.81)","(2797.18, 1396.02)","(2620.86, 1107.22)","(2632.46, 1107.21)","(nan, nan)","(2661.98, 1107.61)","(2832.68, 1431.32)","(2832.6, 1425.24)","(2797.43, 1390)","(2579.54, 1531.34)","(2573.78, 1525.48)","(2638.24, 1525.38)"
"(2609.03, 1113.25)","(2650.09, 1166.24)","(2632.42, 1166.24)","(2644.19, 1231.02)","(2609.08, 1236.86)","(2655.95, 1160.66)","(2662.23, 1242.56)","(2614.79, 1243.11)","(2650.12, 1301.97)","(2626.63, 1301.84)","(2608.93, 1407.78)","(2620.82, 1507.92)","(2656.3, 1307.67)","(2656.17, 1413.6)","(2761.91, 1401.79)","(2614.98, 1107.42)","(2614.92, 1107.4)","(nan, nan)","(2650.07, 1113.3)","(2797.54, 1431.22)","(2797.49, 1419.53)","(2773.68, 1390.32)","(2579.41, 1531.34)","(2585.29, 1525.45)","(2644.25, 1525.2)"
"(2597.1, 1107.8)","(2620.83, 1177.99)","(2614.6, 1172.25)","(2609.07, 1236.93)","(2579.4, 1219.31)","(2644.2, 1172.23)","(2655.96, 1242.85)","(2602.85, 1248.67)","(2620.88, 1301.96)","(2614.61, 1301.93)","(2591.33, 1407.82)","(2620.9, 1507.91)","(2649.91, 1301.99)","(2614.9, 1419.58)","(2738.52, 1390.28)","(2608.49, 1107.52)","(2608.65, 1107.42)","(nan, nan)","(2620.78, 1113.43)","(2767.91, 1431.43)","(2773.84, 1425.19)","(2744.33, 1384.11)","(2573.66, 1531.56)","(2579.59, 1525.69)","(2649.95, 1525.39)"
"(2567.65, 1113.46)","(2608.88, 1166.28)","(2602.89, 1160.66)","(2608.6, 1231.15)","(2567.6, 1242.91)","(2614.59, 1166.34)","(2644.31, 1242.52)","(2591.26, 1254.86)","(2614.5, 1296.12)","(2608.72, 1296.15)","(2585.26, 1413.59)","(2620.73, 1507.83)","(2615.02, 1301.64)","(2602.82, 1413.65)","(2703.19, 1395.85)","(2567.92, 1107.68)","(2573.64, 1107.58)","(nan, nan)","(2608.99, 1113.55)","(2738.47, 1437.2)","(2744.26, 1431.07)","(2708.9, 1384.11)","(2573.74, 1531.52)","(2591.13, 1525.65)","(2644.13, 1525.32)"
"(2561.46, 1113.44)","(2591.24, 1178.01)","(2573.64, 1178.01)","(2585.24, 1242.63)","(2549.86, 1242.9)","(2602.98, 1172.31)","(2620.82, 1242.6)","(2567.85, 1254.73)","(2597.22, 1307.6)","(2579.58, 1301.93)","(2567.78, 1413.58)","(2614.86, 1513.71)","(2608.78, 1307.76)","(2567.48, 1413.73)","(2661.93, 1401.84)","(2561.89, 1107.73)","(2562.06, 1107.68)","(nan, nan)","(2585.42, 1125.07)","(2691.23, 1443.04)","(2697.21, 1436.99)","(2667.69, 1389.95)","(2573.61, 1531.64)","(2573.77, 1531.22)","(2632.39, 1525.35)"
"(2526.58, 1119.31)","(2567.82, 1172.34)","(2561.9, 1178.01)","(2567.67, 1242.81)","(2538.29, 1242.88)","(2573.53, 1172.19)","(2614.59, 1242.6)","(2561.75, 1249.05)","(2579.49, 1307.72)","(2573.64, 1307.56)","(2561.93, 1413.57)","(2614.71, 1507.86)","(2591.28, 1313.64)","(2520.84, 1401.82)","(2615.08, 1472.48)","(2526.6, 1113.29)","(2544.09, 1107.8)","(nan, nan)","(2567.71, 1119.24)","(2602.89, 1525.38)","(2608.98, 1525.47)","(2644.17, 1472.48)","(2579.5, 1525.51)","(2585.43, 1519.65)","(2626.53, 1519.32)"
"(2514.55, 1113.39)","(2550.12, 1166.28)","(2532.39, 1166.4)","(2549.98, 1231.18)","(2514.79, 1236.82)","(2561.67, 1160.55)","(2608.6, 1225.14)","(2555.73, 1248.72)","(2567.4, 1307.68)","(2567.56, 1307.54)","(2567.88, 1425.22)","(2615.11, 1507.75)","(2562.06, 1307.72)","(2508.68, 1395.96)","(2608.79, 1449.06)","(2514.9, 1107.66)","(2520.43, 1107.55)","(nan, nan)","(2544.2, 1113.54)","(2608.68, 1519.66)","(2614.63, 1513.76)","(2614.96, 1443.24)","(2591.16, 1531.24)","(2597.2, 1525.56)","(2644.29, 1519.49)"
"(2496.92, 1107.82)","(2526.56, 1166.35)","(2520.39, 1172.27)","(2514.9, 1242.78)","(2473.57, 1207.46)","(2544.05, 1160.49)","(2591.33, 1219.24)","(2532.43, 1248.6)","(2550.02, 1301.77)","(2550.11, 1301.73)","(2550.12, 1407.7)","(2614.57, 1502.04)","(2550.02, 1301.82)","(2473.26, 1389.8)","(2561.61, 1437.38)","(2502.86, 1107.48)","(2508.67, 1107.41)","(nan, nan)","(2520.93, 1113.4)","(2567.75, 1490.2)","(2573.46, 1484.23)","(2567.73, 1437.27)","(2579.38, 1531.44)","(2591.19, 1525.68)","(2632.45, 1519.38)"
"(2473.45, 1107.78)","(2514.83, 1160.65)","(2503.01, 1160.7)","(2514.74, 1213.54)","(2467.72, 1207.58)","(2520.88, 1160.54)","(2573.68, 1213.43)","(2520.36, 1242.83)","(2520.44, 1296.14)","(2520.59, 1296.14)","(2538.31, 1407.85)","(2609.02, 1496.11)","(2520.42, 1296.14)","(2455.7, 1384.06)","(2520.79, 1454.81)","(2473.77, 1107.54)","(2479.36, 1107.31)","(nan, nan)","(2514.67, 1113.27)","(2520.67, 1484.36)","(2520.68, 1484.2)","(2544.07, 1460.69)","(2579.46, 1525.53)","(2597.1, 1525.2)","(2626.46, 1507.88)"
"(2461.8, 1107.68)","(2485.32, 1160.5)","(2473.57, 1160.62)","(2473.42, 1231.19)","(2426.65, 1201.64)","(2508.82, 1154.87)","(2561.74, 1219.33)","(2508.67, 1219.3)","(2502.89, 1295.86)","(2508.58, 1295.89)","(2526.43, 1396.06)","(2608.69, 1484.51)","(2502.83, 1295.9)","(2420.61, 1384.17)","(2485.23, 1472.49)","(2467.41, 1107.48)","(2467.71, 1107.25)","(nan, nan)","(2485.3, 1107.75)","(2473.72, 1484.35)","(2479.24, 1484.47)","(2508.66, 1478.2)","(2579.42, 1519.64)","(2602.84, 1513.63)","(2614.82, 1496.11)"
"(2432.35, 1107.42)","(2467.81, 1160.51)","(2444.12, 1166.25)","(2432.21, 1237)","(2414.67, 1201.7)","(2485.42, 1160.36)","(2550.07, 1207.79)","(2491.09, 1225.13)","(2473.22, 1290.23)","(2467.72, 1295.62)","(2514.67, 1384.15)","(2591.21, 1478.67)","(2473.48, 1290.21)","(2408.62, 1378.29)","(2461.69, 1484.09)","(2432.41, 1107.29)","(2444.12, 1101.69)","(nan, nan)","(2473.47, 1107.67)","(2426.58, 1519.5)","(2444.13, 1519.54)","(2473.26, 1484.48)","(2579.54, 1519.49)","(2591.29, 1507.82)","(2608.72, 1484.6)"
"(2420.67, 1101.8)","(2455.81, 1154.61)","(2426.59, 1154.6)","(2426.25, 1207.5)","(2396.89, 1195.83)","(2473.32, 1154.56)","(2520.65, 1207.61)","(2473.46, 1207.71)","(2455.87, 1289.79)","(2449.82, 1289.8)","(2514.36, 1389.9)","(2579.5, 1484.27)","(2461.72, 1289.81)","(2379.29, 1378.28)","(2426.27, 1484.16)","(2426.2, 1101.52)","(2426.55, 1101.46)","(nan, nan)","(2461.77, 1107.48)","(2385.21, 1519.67)","(2408.79, 1525.2)","(2438.05, 1484.53)","(2567.71, 1519.53)","(2579.42, 1507.92)","(2603.05, 1490.3)"
"(2397.03, 1101.68)","(2426.65, 1154.49)","(2414.55, 1154.36)","(2420.6, 1207.52)","(2408.78, 1207.59)","(2455.68, 1154.54)","(2508.68, 1207.6)","(2449.81, 1207.77)","(2426.51, 1289.89)","(2426.35, 1289.86)","(2496.89, 1384.32)","(2567.89, 1478.21)","(2432.17, 1289.95)","(2373.18, 1384.04)","(2379.19, 1484.43)","(2402.93, 1101.49)","(2414.51, 1101.37)","(nan, nan)","(2426.67, 1107.31)","(2343.86, 1519.55)","(2367.37, 1519.71)","(2385.21, 1490.34)","(2567.82, 1501.96)","(2573.49, 1490.37)","(2585.31, 1478.55)"
"(2379.43, 1107.24)","(2420.33, 1154.51)","(2385.41, 1154.47)","(2385.07, 1201.9)","(2373.26, 1201.49)","(2426.63, 1154.51)","(2473.43, 1201.55)","(2426.15, 1201.98)","(2420.18, 1289.71)","(2414.55, 1289.65)","(2467.25, 1383.89)","(2561.58, 1454.92)","(2420.28, 1289.78)","(2349.76, 1384.04)","(2338.18, 1490.4)","(2385.05, 1101.78)","(2385.39, 1101.63)","(nan, nan)","(2420.56, 1107.57)","(2320.2, 1513.77)","(2326.25, 1525.2)","(2355.72, 1513.73)","(2561.91, 1484.23)","(2567.75, 1478.4)","(2567.68, 1472.3)"
"(2367.57, 1101.84)","(2385.33, 1154.56)","(2373.25, 1154.5)","(2373.39, 1207.61)","(2355.61, 1201.69)","(2414.71, 1154.51)","(2467.3, 1207.53)","(2396.84, 1207.49)","(2390.97, 1289.91)","(2385.18, 1289.86)","(2444.05, 1389.82)","(2538.23, 1437.51)","(2396.95, 1290)","(2332.36, 1384.11)","(2326.25, 1484.63)","(2373.04, 1101.51)","(2373.53, 1101.5)","(nan, nan)","(2396.85, 1107.47)","(2290.85, 1513.63)","(2314.38, 1519.63)","(2326.51, 1507.77)","(2555.83, 1484.3)","(2550, 1478.55)","(2561.7, 1437.38)"
"(2338.26, 1107.16)","(2379.1, 1154.69)","(2361.48, 1154.73)","(2367.58, 1207.52)","(2332.22, 1201.47)","(2390.95, 1154.59)","(2432.25, 1201.93)","(2379.34, 1207.47)","(2378.98, 1290.18)","(2373.45, 1290.13)","(2420.38, 1390.06)","(2520.35, 1431.45)","(2379.25, 1295.62)","(2326.32, 1384.09)","(2291.1, 1490.07)","(2338.12, 1101.73)","(2355.7, 1101.56)","(nan, nan)","(2379.43, 1107.55)","(2267.25, 1501.97)","(2279.06, 1519.44)","(2302.77, 1507.93)","(2538.3, 1478.33)","(2526.51, 1472.48)","(2532.35, 1431)"
"(2326.23, 1107.18)","(2361.47, 1154.72)","(2332.29, 1154.61)","(2343.87, 1213.49)","(2326.14, 1207.64)","(2373.6, 1154.57)","(2420.61, 1225.29)","(2361.55, 1213.48)","(2361.64, 1295.7)","(2355.78, 1295.64)","(2390.98, 1395.87)","(2497.04, 1431.02)","(2367.41, 1295.79)","(2302.75, 1389.85)","(2279.29, 1490.31)","(nan, nan)","(2332.11, 1101.54)","(nan, nan)","(2361.62, 1107.56)","(2243.82, 1513.63)","(2261.47, 1525.17)","(2284.93, 1513.8)","(2520.42, 1466.67)","(2514.57, 1454.89)","(2514.61, 1419.45)"
"(2302.67, 1107.3)","(2332.33, 1154.87)","(2320.23, 1154.87)","(2326.32, 1219.31)","(2302.74, 1225.14)","(2361.59, 1154.87)","(2402.73, 1231.06)","(2338.19, 1207.77)","(2332.34, 1295.85)","(2332, 1295.78)","(2367.59, 1395.92)","(2467.69, 1401.79)","(2343.85, 1295.95)","(2285.31, 1390.1)","(2273.35, 1496.18)","(2302.76, 1101.74)","(2314.57, 1101.61)","(nan, nan)","(2332.36, 1107.54)","(2237.72, 1519.38)","(2243.86, 1525.36)","(2279.02, 1519.54)","(2502.96, 1443.26)","(2485.21, 1442.99)","(2479.36, 1390.08)"
"(2284.9, 1107.6)","(2326.11, 1160.62)","(2296.77, 1160.58)","(2308.65, 1236.99)","(2273.37, 1231.19)","(2332.47, 1160.49)","(2373.44, 1242.52)","(2308.59, 1225.2)","(2320.35, 1301.88)","(2308.6, 1301.8)","(2343.96, 1413.53)","(2438.15, 1390.4)","(2326.24, 1302)","(2278.81, 1401.8)","(2255.58, 1513.6)","(2285.29, 1107.19)","(2290.85, 1107.2)","(nan, nan)","(2326.15, 1113.28)","(2220.37, 1525.18)","(2232.2, 1525.6)","(2267.46, 1525.28)","(2467.79, 1437.17)","(2467.32, 1431.43)","(2461.51, 1384.18)"
"(2273.15, 1113.24)","(2296.9, 1166.43)","(2284.92, 1166.47)","(2285.09, 1242.56)","(2243.97, 1237.05)","(2325.93, 1160.59)","(2355.65, 1242.56)","(2285.12, 1236.87)","(2291.14, 1307.7)","(2285.15, 1307.62)","(2320.18, 1401.8)","(2420.55, 1390.34)","(2314.38, 1313.49)","(2255.67, 1396.22)","(2249.8, 1513.62)","(2278.91, 1107.44)","(2279.07, 1107.37)","(nan, nan)","(2291.15, 1113.29)","(2220.37, 1525.19)","(2232.11, 1525.65)","(2267.37, 1525.22)","(2438.22, 1431.26)","(2432.15, 1425.48)","(2432.18, 1384.27)"
"(2243.93, 1125.14)","(2284.99, 1178.2)","(2278.86, 1178.01)","(2278.9, 1242.96)","(2238.1, 1242.77)","(2291.2, 1183.96)","(2326.2, 1248.77)","(2267.29, 1242.86)","(2279.24, 1307.66)","(2273.21, 1301.98)","(2279.19, 1401.87)","(2379.22, 1395.85)","(2285.21, 1313.55)","(2237.95, 1401.81)","(2255.52, 1513.69)","(2249.8, 1113.46)","(2261.41, 1113.37)","(nan, nan)","(2284.9, 1125.04)","(2214.45, 1525.6)","(2232.15, 1531.36)","(2273.17, 1525.27)","(2414.46, 1431.18)","(2402.79, 1425.5)","(2385.3, 1389.84)"
"(2231.77, 1119.31)","(2261.47, 1183.91)","(2237.97, 1178.11)","(2231.9, 1243.05)","(2208.5, 1248.64)","(2279.46, 1183.94)","(2290.88, 1248.86)","(2237.87, 1243.03)","(2261.56, 1307.72)","(2238.26, 1302)","(2237.71, 1413.64)","(2249.77, 1501.94)","(2279.07, 1313.51)","(2232.19, 1413.56)","(2261.56, 1513.72)","(2232.01, 1113.24)","(2237.75, 1107.8)","(nan, nan)","(2273.05, 1125.19)","(2220.16, 1531.22)","(2232.19, 1531.47)","(2279.01, 1525.28)","(2214.32, 1525.5)","(2220.24, 1525.26)","(2273.34, 1519.49)"
"(2202.53, 1125.08)","(2238.29, 1189.72)","(2232.1, 1184.02)","(2231.93, 1243.08)","(2191.17, 1248.63)","(2261.48, 1189.95)","(2273.29, 1249.05)","(2214.39, 1242.98)","(2243.8, 1307.79)","(2237.78, 1307.62)","(2226.01, 1407.68)","(2249.63, 1501.87)","(2255.6, 1319.31)","(2214.49, 1407.87)","(2261.45, 1513.61)","(2220.29, 1113.41)","(2220.28, 1113.37)","(nan, nan)","(2238.08, 1131.02)","(2220.33, 1531.25)","(2232.29, 1531.49)","(2279.08, 1525.15)","(2220.32, 1525.47)","(2231.81, 1525.26)","(2273.31, 1519.41)"
"(2185.09, 1125.05)","(2231.84, 1189.67)","(2220.25, 1183.92)","(2220.22, 1242.95)","(2185.08, 1242.92)","(2232.19, 1189.88)","(2237.74, 1254.88)","(2185.02, 1248.57)","(2232.04, 1313.62)","(2231.9, 1307.71)","(2196.75, 1407.67)","(2243.93, 1496.18)","(2232.31, 1325.2)","(2191.06, 1407.69)","(2255.66, 1513.63)","(2190.8, 1113.35)","(2191.06, 1113.35)","(nan, nan)","(2226.3, 1130.91)","(2220.27, 1531.42)","(2232.26, 1531.69)","(2279.05, 1519.66)","(2220.32, 1525.48)","(2231.8, 1525.26)","(2273.2, 1513.7)"
"(2173.28, 1136.78)","(2208.54, 1183.84)","(2191.16, 1177.98)","(2190.71, 1242.68)","(2155.54, 1248.7)","(2226.17, 1183.97)","(2220.17, 1248.86)","(2167.2, 1249.07)","(2208.47, 1313.49)","(2190.99, 1307.68)","(2161.32, 1407.67)","(2237.8, 1466.63)","(2231.77, 1319.3)","(2196.95, 1419.42)","(2249.84, 1507.85)","(2184.63, 1125.18)","(2184.8, 1119.22)","(nan, nan)","(2196.91, 1130.9)","(2214.46, 1531.16)","(2232.28, 1531.35)","(2273.39, 1519.41)","(2208.54, 1490.25)","(2214.29, 1484.25)","(2249.78, 1472.34)"
"(2149.62, 1125.21)","(2190.77, 1183.96)","(2184.76, 1178.13)","(2179.04, 1242.8)","(2143.7, 1242.77)","(2196.73, 1189.8)","(2191.1, 1248.82)","(2143.65, 1248.79)","(2185.15, 1313.52)","(2173.19, 1307.62)","(2137.61, 1401.91)","(2220.37, 1437.14)","(2196.82, 1319.44)","(2190.95, 1419.45)","(2249.88, 1501.9)","(2161.41, 1113.5)","(2161.44, 1113.5)","(nan, nan)","(2190.63, 1125.24)","(2220.25, 1531.17)","(2237.85, 1531.33)","(2279.02, 1513.64)","(2208.43, 1484.27)","(2196.86, 1466.63)","(2232.09, 1431.21)"
"(2137.79, 1113.58)","(2179.18, 1172.2)","(2178.93, 1160.62)","(2155.43, 1236.99)","(2132.03, 1231.08)","(2184.76, 1183.94)","(2167.36, 1254.57)","(2125.98, 1236.83)","(2179.07, 1301.92)","(2155.58, 1296.21)","(2102.6, 1390.12)","(2185.11, 1425.39)","(2190.61, 1313.45)","(2190.68, 1413.67)","(2249.85, 1490.4)","(2143.51, 1107.53)","(2143.71, 1107.68)","(nan, nan)","(2178.86, 1125.01)","(2226.02, 1525.74)","(2237.93, 1531.21)","(2278.95, 1501.98)","(2190.75, 1478.33)","(2184.77, 1454.81)","(2191.05, 1407.74)"
"(2114.4, 1113.43)","(2167.34, 1160.59)","(2178.98, 1154.88)","(2161.47, 1219.26)","(2120.26, 1201.69)","(2149.85, 1172.22)","(2138.1, 1248.49)","(2096.71, 1219.35)","(2155.48, 1301.71)","(2143.95, 1296.1)","(2090.53, 1383.94)","(2155.53, 1437.22)","(2173.14, 1301.97)","(2185.19, 1413.59)","(2243.95, 1490.29)","(nan, nan)","(2131.87, 1107.57)","(nan, nan)","(2149.65, 1113.54)","(2226, 1525.51)","(2237.9, 1525.64)","(2273.2, 1496.18)","(2143.91, 1478.46)","(2143.7, 1472.49)","(2179.06, 1437.34)"
[2105.53  1110.505],[2152.655 1160.525],[2158.435 1154.82 ],[2152.575 1213.51 ],[2105.515 1201.745],[2143.805 1169.345],[2129.17  1245.725],[2087.765 1216.38 ],[2146.64  1298.725],[2137.885 1295.85 ],[2073.05 1381.07],"(nan, nan)",[2158.405 1298.96 ],[2182.06 1407.74],"(nan, nan)","(2673.67, 865.756)",[2117.265 1107.395],"(2662.14, 871.659)",[2143.7   1113.435],"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
