time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0.1666667,7.469113975641772,-0.6557564762688866,4.076217474862455,-10.12988224492079,0.8834305323429501,0.5174321901652205,-17.237832283701252,0.6506825665890519,-10.245865591613677,0.036094499693944786,-0.7341920647489841,-18.759965717613294,0.0,-14.65646129144783,-1.472712823391866,-0.9996708585109583,3.846110168011027,3.974047572612978,-14.48476136037119,0.0,2.0488268659662467,-12.430121673879519,23.917385933145418,-229.44525683898027,-101.1546802131584,34.466652284821755,109.17846408808894,81.84035818686996,-234.08964180075444,17.40623663009693,90.27794929245007,-5.4341246151639436e-21,50.56350291344959
0.1833333,7.582654241108707,-0.621708814176292,4.134875067841699,-10.130559143480047,0.8840547198355261,0.5180430973658925,-17.269115309717392,0.6950083725069228,-9.810529365826294,0.015459332034986168,-0.9658571319151735,-19.03703977201751,0.0,-14.91118682360071,-1.4849894413256106,-0.8955954061459754,3.353773533343532,3.3780952777920024,-14.540369409746996,0.0,1.8163266718559978,-12.539407643826062,23.905702092171104,-229.20519575328356,-101.3381158104175,34.53521416748894,109.4206627882361,81.68709832800018,-234.07715607717503,17.55325816988534,89.47708795324472,1.3052554053347932e-20,49.92842830263977
0.2,7.931597785346306,-0.5374703773040673,4.160323762871877,-10.130491413895228,0.8854596013267917,0.5183585673039746,-17.5649209971577,0.6811559713101988,-9.241327974373794,-0.0034437742154975774,-0.8771361884361175,-18.89067678069357,0.0,-15.559426203368684,-1.4337894756080847,-0.7760414739422253,2.503337039559215,2.39852577130247,-14.73341007874576,0.0,1.1902551143548856,-12.61779954466779,23.740740679443906,-228.83693608040622,-101.13948805599868,34.481412855747045,109.70530365449011,81.37362664851368,-234.03033028583684,17.483435072667483,88.80400113674888,3.675722346740707e-20,49.287918244769386
0.2166667,8.41843087728563,-0.3894080938231483,4.1551723948677335,-10.130218057407163,0.8873011503688363,0.5185243947473936,-18.035762457241322,0.5929791368732968,-8.709873316317115,-0.008506632452540982,-0.6781083342732671,-18.519946322268144,0.0,-16.411196403861112,-1.3007102318131936,-0.6524678462224773,1.4880382135623793,1.1368903031748538,-15.135565458738885,0.0,0.2863398915333563,-12.771926696685853,23.485517906592015,-228.31180213349103,-100.90663763392486,34.366319311641675,109.98151377548683,80.87598965575935,-233.9018052801012,17.35738188909415,87.97574787559824,3.1841732053194416e-20,48.4232368646839
0.2333333,8.877067162741028,-0.20506238506623875,4.137324749740582,-10.13049537760398,0.8889954010841735,0.5187516668917899,-18.511323660491836,0.4564963553659204,-8.347782942086658,-0.004570119642428183,-0.545480259059703,-18.127421324878412,0.0,-17.166053334179995,-1.1199449709870575,-0.5705829531935455,0.6077220891404547,-0.09144652458420784,-15.638845825705804,0.0,-0.6147405044112796,-13.018909629231977,23.23307738664649,-227.74442588343575,-100.85296378329875,34.25107600527873,110.20523552369167,80.32193869131615,-233.7504059114894,17.285500896434453,87.04585882433061,-3.6740440309037666e-20,47.43991229488232
0.25,9.160208027926428,-0.0386363358016991,4.125087873373202,-10.131495065727474,0.889942044298362,0.5191550841607044,-18.820519728528765,0.3233924269982138,-8.185011523241347,0.00017750709414828352,-0.5445502813861389,-17.838934802269495,0.0,-17.591816210583854,-0.9550315908707372,-0.5721203028889257,0.07281025986718656,-0.9667912324923748,-16.028673396377098,0.0,-1.2395651036790039,-13.281802989458706,23.05845191822425,-227.31264140838132,-100.9758897963521,34.16603216169541,110.37366720331988,79.90461707130368,-233.68617636747226,17.283229859798546,86.31568309002678,-1.4527724757582899e-19,46.66673165594152
0.2666667,9.232346335298722,0.06874567631084814,4.1192050031492675,-10.13264538781052,0.8898614401752816,0.5197155675059624,-18.898759491087482,0.23190204440019238,-8.164875982944807,0.0019323483247515904,-0.6337412320282426,-17.692502060087126,0.0,-17.66852456198042,-0.8508318956223543,-0.6452857657787214,-0.1083793854690548,-1.3779445056405177,-16.18385604410797,0.0,-1.5076488827666128,-13.477238423456457,22.984227123860634,-227.10907104591814,-101.15106329995976,34.11567373661321,110.49788568656857,79.7222077097346,-233.74201476649503,17.316751467083,85.98303500240009,-1.633702815463775e-19,46.31061730149935
0.2833333,9.186185642570662,0.11389118735488553,4.090213562161232,-10.133226081544885,0.8889711451855651,0.5203411857939799,-18.823714587193425,0.18164297189231346,-8.182381732192834,0.0012782977740020394,-0.715229649562877,-17.658925277166002,0.0,-17.577778296442606,-0.804984273890092,-0.7441675677432086,-0.08101559964589251,-1.451406021546012,-16.15954777830294,0.0,-1.5477578653165012,-13.582934719824081,22.997574277832825,-227.09999395442452,-101.26256519296938,34.10917840294043,110.57474080513872,79.71839068629478,-233.84723223805796,17.36256510611231,85.97142276045086,7.903593828678343e-20,46.29053276192044
0.3,9.166288738680704,0.11947824989524074,3.992169141846797,-10.133013420634683,0.8878076527670291,0.5209327732868931,-18.74347951820114,0.14732694445216257,-8.115014819564523,0.00012750367606881256,-0.6917249789698978,-17.68208299143007,0.0,-17.55320571332492,-0.7849937716284056,-0.8467897056033776,-0.007377444804280573,-1.3986569720164401,-16.09097495904547,0.0,-1.5528882695041024,-13.627214157769389,23.085678479182253,-227.20580130367648,-101.2618731039766,34.17868010195987,110.58615801914738,79.76422878095879,-233.91537483802014,17.42329318812389,86.05930904008086,5.523007198701087e-19,46.37250072855013
0.3166667,9.272772029529285,0.10425166119804533,3.8055818259884826,-10.13236840745711,0.8868961560366934,0.5214015754690655,-18.771211703859443,0.1154551384993623,-7.871944032248003,-0.0004167923696577926,-0.508482718833293,-17.715537831698075,0.0,-17.728765591146026,-0.7705001788143474,-0.9640691449976542,0.02858835757787175,-1.3547314654400786,-16.0706069898548,0.0,-1.6423072371570504,-13.637865962116466,23.237873652858333,-227.37302133799116,-101.15144021639823,34.35585143239712,110.51054846664462,79.76557492586171,-233.92046311215435,17.50099285052907,86.07998762530795,7.743463607614785e-19,46.37891571099533
0.3333333,9.511482127205227,0.06986000154328109,3.5719172315524204,-10.13183688425725,0.8865610707140286,0.5216502255202563,-18.92719020124769,0.10106077401418952,-7.4513356867427225,-0.0003412998141892213,-0.1774764944966828,-17.734788723577644,0.0,-18.084270260286765,-0.7732497838823766,-1.0981150348474236,0.023319605226108812,-1.3390712798030575,-16.111910560490752,0.0,-1.826096911245992,-13.613554395001508,23.42481732168489,-227.56992672652433,-100.95410126173975,34.62739104860163,110.34083765650357,79.70240615500498,-233.89254839295972,17.572298224199326,85.9975176594529,-3.016176203152723e-20,46.27205039162223
0.35,9.807063650374824,0.015583844215544828,3.375400948411861,-10.131733596632825,0.8868874849339747,0.521575130828605,-19.151380806823052,0.12335296858975431,-6.9499265143147095,-7.32620493834551e-05,0.22467851410759354,-17.731646789775986,0.0,-18.49114108753227,-0.8122134098640588,-1.2215004382226424,0.005082684011041822,-1.3187377161465108,-16.181350495621118,0.0,-2.042280776402112,-13.541652523816548,23.604089486621305,-227.75789909336478,-100.70831847557899,34.92321982225219,110.10525881056385,79.60627938374084,-233.86877227050076,17.602971661297527,85.86438656414067,-2.01028708362902e-18,46.11159183760775
0.3666667,10.06266184639581,-0.04255853411108179,3.284131788208106,-10.132022698475827,0.8877275980892293,0.5211261632666936,-19.36466227162118,0.1720163404615886,-6.5126260047792055,8.391457993893732e-05,0.5865990737663951,-17.70773009359856,0.0,-18.811599984911833,-0.8770792937644862,-1.299732492219954,-0.005647447515241351,-1.2814506220696869,-16.23845457406562,0.0,-2.213610293002108,-13.43020618971583,23.756179456259137,-227.89672512665987,-100.47597593619241,35.15982466221568,109.86977552750636,79.52048475571283,-233.86709925619357,17.585427324269364,85.74830219716787,-3.469347371460911e-18,45.97465322353291
0.3833333,10.230573109548267,-0.07710038208541964,3.3103093477541785,-10.132471913505396,0.8887871986164388,0.5203832405973317,-19.536076069288175,0.21135550734902034,-6.266742633866345,8.754566136000756e-05,0.8019022349551491,-17.67282313950173,0.0,-18.992497255876014,-0.9302015372369534,-1.3144676967250501,-0.005943348316556058,-1.2555903313084045,-16.253720209297825,0.0,-2.29999594317908,-13.308054888929977,23.900229315061527,-227.97756508878166,-100.33042719862974,35.305850983025955,109.70609692903051,79.47063152185297,-233.9075294256447,17.54893467382281,85.68421654493218,-1.0381302079561346e-18,45.90033056672152
0.4,10.344222683637271,-0.07276098216737778,3.4206020161969732,-10.13290103388379,0.8898054523767,0.5195661386759476,-19.705635049980284,0.21748850131625536,-6.277512262322884,2.7890713417110624e-05,0.7976640651735617,-17.64550324526643,0.0,-19.094367092306175,-0.9441354251738474,-1.2659150721704502,-0.0019106792077705197,-1.2803098258744707,-16.211838044317567,0.0,-2.330261721066396,-13.199089112418532,24.057830329694063,-228.0418470772379,-100.32008018473427,35.41331618240136,109.64928326023049,79.45382743361365,-234.03174871354366,17.529689996082812,85.66312666700726,6.9374926501059484e-18,45.87520152217293
